Category_ID,Category_Name,Category_Description,Category_Image
710,Drama,"Nondisp fx of olecran pro w/o intartic extn l ulna, 7thR",http://dummyimage.com/227x100.png/ff4444/ffffff
711,Comedy|Drama,"Inj muscle, fascia and tendon of prt biceps, right arm, subs",http://dummyimage.com/100x100.png/cc0000/ffffff
712,Comedy|Drama,"Traum rupture of unsp ligmt of l idx fngr at MCP/IP jt, init",http://dummyimage.com/192x100.png/cc0000/ffffff
713,Comedy|Horror,"Corros first deg mult left fngr (nail), not inc thumb, subs",http://dummyimage.com/237x100.png/ff4444/ffffff
714,Action|Crime,Macular corneal dystrophy,http://dummyimage.com/107x100.png/cc0000/ffffff
715,Drama|Horror|Mystery|Thriller,"Pnctr of abd wall w fb, r low q w/o penet perit cav, init",http://dummyimage.com/129x100.png/cc0000/ffffff
716,Comedy|Drama,"Matern care for viable fetus in abd preg, unsp tri, fetus 4",http://dummyimage.com/247x100.png/dddddd/000000
717,Comedy,Crushing injury of forearm,http://dummyimage.com/192x100.png/ff4444/ffffff
718,Action|Adventure|Sci-Fi|IMAX,"Gastric contents in esoph causing comprsn of trachea, init",http://dummyimage.com/197x100.png/dddddd/000000
719,Comedy|Drama|Romance|Sci-Fi,"Crepitant synovitis (acute) (chronic), wrist",http://dummyimage.com/174x100.png/5fa2dd/ffffff
720,Drama,Bence Jones proteinuria,http://dummyimage.com/170x100.png/dddddd/000000
721,Documentary,"Fracture of symphysis of mandible, init for clos fx",http://dummyimage.com/138x100.png/5fa2dd/ffffff
722,Documentary,"Burn of unsp degree of left scapular region, init encntr",http://dummyimage.com/172x100.png/ff4444/ffffff
723,Documentary,"Maternal care for Anti-A sensitization, unsp tri, fetus 4",http://dummyimage.com/141x100.png/dddddd/000000
724,Drama|Mystery|Thriller,"Dislocation of distal interphaln joint of r rng fngr, subs",http://dummyimage.com/234x100.png/dddddd/000000
725,Adventure|Animation|Fantasy,Parapsoriasis,http://dummyimage.com/106x100.png/ff4444/ffffff
726,Action|Crime|Drama|Thriller,Complete lesion at unspecified level of thoracic spinal cord,http://dummyimage.com/230x100.png/dddddd/000000
727,Adventure|Comedy|Drama,Bathroom in reform school as place,http://dummyimage.com/134x100.png/5fa2dd/ffffff
728,Drama|Horror,"Car driver injured in nonclsn trnsp accident in traf, subs",http://dummyimage.com/136x100.png/dddddd/000000
729,Comedy|Drama,Disorders of visual cortex,http://dummyimage.com/132x100.png/ff4444/ffffff
730,Drama,"Nondisp fx of glenoid cav of scapula, r shldr, 7thD",http://dummyimage.com/150x100.png/cc0000/ffffff
731,Comedy|Romance,Malignant neoplasm of right ovary,http://dummyimage.com/155x100.png/ff4444/ffffff
732,Comedy|Drama|Romance,"Supervision of high risk pregnancy, unsp, second trimester",http://dummyimage.com/179x100.png/ff4444/ffffff
733,Animation|Comedy,"Contusion of stomach, subsequent encounter",http://dummyimage.com/193x100.png/ff4444/ffffff
734,Comedy|Drama|Romance,"Adverse effect of thyroid hormones and substitutes, init",http://dummyimage.com/250x100.png/5fa2dd/ffffff
735,Documentary,"Unsp injury of less saphenous at lower leg level, right leg",http://dummyimage.com/206x100.png/ff4444/ffffff
736,Drama,"Subluxation of distal interphalangeal joint of thmb, subs",http://dummyimage.com/152x100.png/cc0000/ffffff
737,Horror|Sci-Fi,"Corros first degree of unsp mult fngr, inc thumb, init",http://dummyimage.com/173x100.png/dddddd/000000
738,Comedy|Crime|Film-Noir,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",http://dummyimage.com/247x100.png/5fa2dd/ffffff
739,Drama|Musical|Romance,Rheumatic disorders of both aortic and tricuspid valves,http://dummyimage.com/225x100.png/ff4444/ffffff
740,Drama|Romance,"Other fracture of right foot, sequela",http://dummyimage.com/164x100.png/5fa2dd/ffffff
741,Drama,"Chronic atticoantral suppurative otitis media, unsp ear",http://dummyimage.com/217x100.png/dddddd/000000
742,Comedy|Musical,"Disp fx of greater trochanter of r femr, 7thK",http://dummyimage.com/194x100.png/cc0000/ffffff
743,Action|Comedy|Romance,"Toxic effect of dichloromethane, assault",http://dummyimage.com/222x100.png/dddddd/000000
744,Horror|Thriller,"Bather struck by nonpowered watercraft, sequela",http://dummyimage.com/147x100.png/dddddd/000000
745,Drama|Film-Noir,"Lacerat msl/tnd lng flxr msl toe at ank/ft lev, r foot, init",http://dummyimage.com/128x100.png/cc0000/ffffff
746,Drama,"Sltr-haris Type III physeal fx left metatarsal, sequela",http://dummyimage.com/227x100.png/ff4444/ffffff
747,Action|Comedy|Romance,Disorders of globe,http://dummyimage.com/229x100.png/ff4444/ffffff
748,Fantasy,"Nondisp fx of ant pro of r calcaneus, subs for fx w malunion",http://dummyimage.com/106x100.png/5fa2dd/ffffff
749,Drama,Corrosion of second degree of knee,http://dummyimage.com/165x100.png/cc0000/ffffff
750,Drama|Romance,"Pnctr w/o fb of r mid finger w/o damage to nail, sequela",http://dummyimage.com/193x100.png/dddddd/000000
751,Children|Drama|Romance,"Activity, spectator at an event",http://dummyimage.com/238x100.png/dddddd/000000
752,Comedy|Drama,"Nondisp fx of distal phalanx of right lesser toe(s), sequela",http://dummyimage.com/165x100.png/ff4444/ffffff
753,Adventure|Animation|Children|Drama|Fantasy,Passenger in 3-whl mv injured in clsn w 2/3-whl mv in traf,http://dummyimage.com/141x100.png/dddddd/000000
754,Drama,"Posterior tibial tendinitis, right leg",http://dummyimage.com/152x100.png/cc0000/ffffff
755,Drama|Film-Noir,Attn and concentration deficit fol other ntrm intcrn hemor,http://dummyimage.com/100x100.png/5fa2dd/ffffff
756,Crime|Drama,Drug-induced adrenocortical insufficiency,http://dummyimage.com/249x100.png/cc0000/ffffff
757,Romance,"Complete traumatic amp of unsp hand at wrist level, init",http://dummyimage.com/150x100.png/5fa2dd/ffffff
758,Comedy|Drama,"Strain flxr musc/fasc/tend r little fngr at forarm lv, subs",http://dummyimage.com/178x100.png/cc0000/ffffff
759,Documentary,"Adverse effect of anticoagulants, subsequent encounter",http://dummyimage.com/121x100.png/5fa2dd/ffffff
760,Drama,Obstructed labor due to malposition and malpresent of fetus,http://dummyimage.com/114x100.png/5fa2dd/ffffff
761,Documentary,"Oth fracture of unsp talus, init encntr for closed fracture",http://dummyimage.com/142x100.png/dddddd/000000
762,Comedy,Essential tremor,http://dummyimage.com/231x100.png/dddddd/000000
763,Drama,"Displaced comminuted fx shaft of radius, unsp arm, sequela",http://dummyimage.com/184x100.png/ff4444/ffffff
764,Action|Thriller,"Displ transverse fx shaft of l rad, 7thC",http://dummyimage.com/131x100.png/ff4444/ffffff
765,Drama,"Contusion of penis, subsequent encounter",http://dummyimage.com/227x100.png/5fa2dd/ffffff
766,Comedy|Drama,"Complete transverse atyp femoral fracture, unsp leg, sequela",http://dummyimage.com/205x100.png/ff4444/ffffff
767,Comedy|Drama,"Oth fracture of shaft of r humerus, subs for fx w delay heal",http://dummyimage.com/180x100.png/cc0000/ffffff
768,Comedy|Musical,"Forced landing of hang-glider injuring occupant, subs encntr",http://dummyimage.com/111x100.png/dddddd/000000
769,Action|Adventure|Animation|Children|Comedy|Fantasy,"Malignant hyperthermia due to anesthesia, subs encntr",http://dummyimage.com/244x100.png/5fa2dd/ffffff
770,Action|Adventure|Romance|War,"Injury of tibial nerve at lower leg level, unsp leg, init",http://dummyimage.com/116x100.png/ff4444/ffffff
771,Comedy|Romance,"Disp fx of olecran pro w/o intartic extn r ulna, 7thD",http://dummyimage.com/215x100.png/cc0000/ffffff
772,Drama,"Hit by falling object due to accident to sailboat, subs",http://dummyimage.com/211x100.png/5fa2dd/ffffff
773,Drama,"Drug/chem diab with prolif diab rtnop with comb detach, unsp",http://dummyimage.com/241x100.png/ff4444/ffffff
774,Drama,Underdosing of immunoglobulin,http://dummyimage.com/131x100.png/dddddd/000000
775,Adventure|Animation|Children|Fantasy,"Fracture of base of skull, right side, 7thD",http://dummyimage.com/194x100.png/dddddd/000000
776,Action|Adventure|Crime|Thriller,"Displaced spiral fx shaft of humerus, left arm, init",http://dummyimage.com/139x100.png/5fa2dd/ffffff
777,Horror,Superficial injury of knee and lower leg,http://dummyimage.com/226x100.png/cc0000/ffffff
778,Comedy,"Mtrcy pasngr injured in clsn w nonmtr vehicle in traf, subs",http://dummyimage.com/201x100.png/ff4444/ffffff
779,Crime|Mystery|Romance|Thriller,"Diabetes with mild nonp rtnop with macular edema, right eye",http://dummyimage.com/229x100.png/dddddd/000000
780,Animation|Drama,"Age-rel osteopor w crnt path fx, r forearm, 7thG",http://dummyimage.com/160x100.png/5fa2dd/ffffff
781,Horror,"Urethral syndrome, unspecified",http://dummyimage.com/203x100.png/5fa2dd/ffffff
782,Drama,Fractures of other specified skull and facial bones,http://dummyimage.com/146x100.png/5fa2dd/ffffff
783,Drama,"Retinal vasculitis, right eye",http://dummyimage.com/200x100.png/5fa2dd/ffffff
784,Drama,"Displ transverse fx shaft of unsp ulna, 7thB",http://dummyimage.com/130x100.png/5fa2dd/ffffff
785,Comedy|Western,Unspecified pterygium of right eye,http://dummyimage.com/200x100.png/5fa2dd/ffffff
786,Action|Adventure|Drama,"Displ bimalleol fx r low leg, 7thJ",http://dummyimage.com/178x100.png/cc0000/ffffff
787,Crime|Drama|Thriller,"Gastroduodenitis, unspecified, with bleeding",http://dummyimage.com/221x100.png/5fa2dd/ffffff
788,Drama|Thriller,"Absolute glaucoma, left eye",http://dummyimage.com/246x100.png/cc0000/ffffff
789,Drama,"Drown due to fall/jump fr oth crush powered wtrcrft, sequela",http://dummyimage.com/207x100.png/5fa2dd/ffffff
790,Children|Drama,"Melanocytic nevi of left upper limb, including shoulder",http://dummyimage.com/111x100.png/ff4444/ffffff
791,Comedy|Drama,Other coagulation defects,http://dummyimage.com/238x100.png/ff4444/ffffff
792,Comedy,Malignant neoplasm of bladder,http://dummyimage.com/111x100.png/dddddd/000000
793,Drama,"Unsp fx shaft of unsp femr, 7thQ",http://dummyimage.com/141x100.png/cc0000/ffffff
794,Drama|Western,"Gout due to renal impairment, left shoulder",http://dummyimage.com/153x100.png/dddddd/000000
795,Adventure|Comedy|Musical,"Poisoning by predom beta-adrenocpt agonists, self-harm, init",http://dummyimage.com/139x100.png/5fa2dd/ffffff
796,Action|Adventure|Drama|Thriller,Other cysts of jaw,http://dummyimage.com/159x100.png/cc0000/ffffff
797,Adventure|Comedy|Musical|Romance,"Calculus of GB and bile duct w cholecyst, unsp, w/o obst",http://dummyimage.com/180x100.png/dddddd/000000
798,Documentary,"Displaced spiral fracture of shaft of left femur, sequela",http://dummyimage.com/247x100.png/dddddd/000000
799,Comedy|Thriller,"Asphyx due to smothering in furniture, undetermined, subs",http://dummyimage.com/172x100.png/dddddd/000000
800,Comedy|Crime,Encntr for oth plast/recnst surg fol med proc or heal injury,http://dummyimage.com/216x100.png/cc0000/ffffff
801,Horror,"Other intervertebral disc degeneration, lumbosacral region",http://dummyimage.com/108x100.png/5fa2dd/ffffff
802,Comedy,"Unsp superficial injury of right middle finger, init encntr",http://dummyimage.com/158x100.png/dddddd/000000
803,Comedy,"Oth incomplete lesion at C2, init",http://dummyimage.com/218x100.png/cc0000/ffffff
804,Mystery|Thriller,"Displ transverse fx shaft of l ulna, 7thN",http://dummyimage.com/245x100.png/cc0000/ffffff
805,Western,"Displ oblique fx shaft of l fibula, 7thR",http://dummyimage.com/126x100.png/cc0000/ffffff
806,Drama|Romance,Other superficial bite of knee,http://dummyimage.com/224x100.png/ff4444/ffffff
807,Drama|War,"Acquired atrophy of ovary and fallop, unspecified side",http://dummyimage.com/215x100.png/ff4444/ffffff
808,Documentary,Maternal care for viable fetus in abdominal pregnancy,http://dummyimage.com/202x100.png/dddddd/000000
809,Comedy|Drama,Dependence on supplemental oxygen,http://dummyimage.com/150x100.png/ff4444/ffffff
810,Adventure|Children|Fantasy,"Pnctr w foreign body of left cheek and TMJ area, subs",http://dummyimage.com/109x100.png/ff4444/ffffff
811,Drama|Romance,Abnormal findings in specimens from dgstv org/abd cav,http://dummyimage.com/247x100.png/dddddd/000000
812,Comedy,"Laceration without foreign body of right breast, init encntr",http://dummyimage.com/203x100.png/cc0000/ffffff
813,Adventure|Drama|Romance,"Stable burst fx unsp lum vertebra, subs for fx w nonunion",http://dummyimage.com/223x100.png/dddddd/000000
814,Comedy|Drama|Romance,"Disp fx of shaft of 4th MC bone, r hand, 7thP",http://dummyimage.com/158x100.png/ff4444/ffffff
815,Drama,"Laceration of popliteal artery, left leg, initial encounter",http://dummyimage.com/200x100.png/ff4444/ffffff
816,Drama,Dextrocardia,http://dummyimage.com/196x100.png/dddddd/000000
817,Crime|Drama,"Oth diab with diab macular edema, resolved fol trtmt, unsp",http://dummyimage.com/178x100.png/5fa2dd/ffffff
818,Action|Comedy,Follicular lymphoma grade IIIa,http://dummyimage.com/152x100.png/5fa2dd/ffffff
819,Comedy|Romance,"Unsp fx low end l femr, 7thN",http://dummyimage.com/155x100.png/cc0000/ffffff
820,Comedy|Drama,"Other injury of unsp intra-abdominal organ, init encntr",http://dummyimage.com/195x100.png/dddddd/000000
821,Comedy|Drama|Romance,Stable burst fracture of third lumbar vertebra,http://dummyimage.com/202x100.png/dddddd/000000
822,Comedy|Musical,"Subluxation of carpometacarpal joint of unsp thumb, sequela",http://dummyimage.com/206x100.png/ff4444/ffffff
823,Comedy,"Melanoma in situ of unspecified lower limb, including hip",http://dummyimage.com/171x100.png/ff4444/ffffff
824,Documentary,"Strain of muscle, fascia and tendon of triceps, left arm",http://dummyimage.com/187x100.png/ff4444/ffffff
825,Crime|Mystery|Thriller,"Nondisp fx of ant pro of unsp calcaneus, 7thD",http://dummyimage.com/214x100.png/ff4444/ffffff
826,Comedy|Drama,"Intentional self-harm by drown while in swimming pool, subs",http://dummyimage.com/236x100.png/5fa2dd/ffffff
827,Horror|Thriller,"Toxic effect of trichloroethylene, accidental, init",http://dummyimage.com/212x100.png/cc0000/ffffff
828,Animation|Comedy|Sci-Fi,"Asphyxiation due to plastic bag, intentional self-harm, init",http://dummyimage.com/220x100.png/cc0000/ffffff
829,Comedy,Adverse effect of unspecified psychotropic drug,http://dummyimage.com/226x100.png/ff4444/ffffff
830,Crime|Drama,Unspecified fracture of shaft of left fibula,http://dummyimage.com/144x100.png/5fa2dd/ffffff
831,Comedy|Romance,"Unspecified open wound, left lower leg, subsequent encounter",http://dummyimage.com/177x100.png/dddddd/000000
832,Fantasy|Horror,"War operations involving biological weapons, milt",http://dummyimage.com/160x100.png/dddddd/000000
833,Comedy|Horror,"Disloc of proximal interphaln joint of right thumb, init",http://dummyimage.com/189x100.png/dddddd/000000
834,Crime|Mystery|Thriller,"Unil prim osteoarth of first carpometacarp joint, unsp hand",http://dummyimage.com/171x100.png/5fa2dd/ffffff
835,Mystery|Thriller,"Nondisp fx of proximal phalanx of unsp great toe, sequela",http://dummyimage.com/113x100.png/cc0000/ffffff
836,Drama,"Displaced apophyseal fx l femur, init for opn fx type 3A/B/C",http://dummyimage.com/173x100.png/dddddd/000000
837,Crime|Mystery,"Nondisp fx of prox third of navic bone of l wrist, sequela",http://dummyimage.com/160x100.png/5fa2dd/ffffff
838,Comedy,"Nondisp oth fx tuberosity of l calcaneus, 7thK",http://dummyimage.com/229x100.png/cc0000/ffffff
839,Documentary,"Anaphylactic reaction due to fruits and vegetables, sequela",http://dummyimage.com/192x100.png/dddddd/000000
840,Comedy|Musical,Corrosion of first deg mult sites of wrist and hand,http://dummyimage.com/129x100.png/cc0000/ffffff
841,Comedy|Crime|Mystery|Thriller,"Poisoning by other opioids, intentional self-harm",http://dummyimage.com/160x100.png/cc0000/ffffff
842,Comedy|Drama,Punctate keratitis,http://dummyimage.com/119x100.png/ff4444/ffffff
843,Drama,"Subluxation of C6/C7 cervical vertebrae, sequela",http://dummyimage.com/146x100.png/ff4444/ffffff
844,Comedy|Drama,"Nondisp seg fx shaft of rad, l arm, 7thG",http://dummyimage.com/193x100.png/cc0000/ffffff
845,Action|Adventure|Crime|Thriller,"Occup of hv veh injured in clsn w unsp mv nontraf, sequela",http://dummyimage.com/226x100.png/cc0000/ffffff
846,Drama|Romance,"Poisoning by antitussives, assault, subsequent encounter",http://dummyimage.com/159x100.png/dddddd/000000
847,Action|Comedy,"Burn of first degree of right foot, sequela",http://dummyimage.com/206x100.png/ff4444/ffffff
848,Comedy|Drama,Burn of second degree of right toe(s) (nail),http://dummyimage.com/166x100.png/5fa2dd/ffffff
849,Horror,Congenital stenosis and stricture of esophagus,http://dummyimage.com/137x100.png/dddddd/000000
850,Horror,"Pasngr in pk-up/van inj in clsn w ped/anml nontraf, sequela",http://dummyimage.com/104x100.png/dddddd/000000
851,Crime|Drama|Mystery|Thriller,"Poisoning by alpha-adrenoreceptor antagonists, assault, subs",http://dummyimage.com/250x100.png/dddddd/000000
852,Drama,"Oth fx upper end l ulna, subs for opn fx type I/2 w nonunion",http://dummyimage.com/210x100.png/cc0000/ffffff
853,Comedy,Rhinocerebral mucormycosis,http://dummyimage.com/178x100.png/5fa2dd/ffffff
854,Comedy|Musical,"Manic episode without psychotic symptoms, moderate",http://dummyimage.com/108x100.png/cc0000/ffffff
855,Crime|Drama,Colles' fracture of left radius,http://dummyimage.com/103x100.png/ff4444/ffffff
856,Drama|Romance|War,Subluxation of T7/T8 thoracic vertebra,http://dummyimage.com/208x100.png/dddddd/000000
857,Comedy|Romance|Sci-Fi,"Unsp injury of heart, unsp w or w/o hemopericardium, sequela",http://dummyimage.com/168x100.png/ff4444/ffffff
858,Comedy|Drama,Periprosth fracture around internal prosthetic ankle joint,http://dummyimage.com/151x100.png/cc0000/ffffff
859,Comedy|Thriller,Other specified depressive episodes,http://dummyimage.com/244x100.png/cc0000/ffffff
860,Action|Drama|Romance|War,"Injury of deep peroneal nrv at ank/ft level, right leg, subs",http://dummyimage.com/114x100.png/dddddd/000000
861,Crime|Horror,"Superficial foreign body, unspecified thigh",http://dummyimage.com/237x100.png/ff4444/ffffff
862,Drama|Horror|Mystery,Other arthritis,http://dummyimage.com/235x100.png/5fa2dd/ffffff
863,Comedy|War,"Pedl cyc pasngr injured in clsn w oth pedl cyc nontraf, init",http://dummyimage.com/231x100.png/ff4444/ffffff
864,Drama,"Infective myositis, left upper arm",http://dummyimage.com/190x100.png/dddddd/000000
865,Crime|Drama|Mystery|Thriller,Contact with hot stove (kitchen),http://dummyimage.com/248x100.png/5fa2dd/ffffff
866,Drama|Romance,Chronic venous htn w ulcer and inflam of unsp low extrm,http://dummyimage.com/237x100.png/5fa2dd/ffffff
867,Comedy|Drama,"Unsp injury of unspecified intra-abdominal organ, sequela",http://dummyimage.com/169x100.png/ff4444/ffffff
868,Drama,"Disp fx of shaft of first metacarpal bone, unspecified hand",http://dummyimage.com/244x100.png/5fa2dd/ffffff
869,Fantasy|Horror,Displacement of prosth dev/implnt/grft of genital tract,http://dummyimage.com/138x100.png/cc0000/ffffff
870,Drama,Melanoma in situ of left ear and external auricular canal,http://dummyimage.com/152x100.png/5fa2dd/ffffff
871,Drama,"Unspecified subluxation of right middle finger, subs encntr",http://dummyimage.com/128x100.png/5fa2dd/ffffff
872,Comedy|Romance,Driver of special construction vehicle injured nontraf,http://dummyimage.com/115x100.png/ff4444/ffffff
873,Comedy|Romance,"Injury of optic tract and pathways, unspecified eye",http://dummyimage.com/129x100.png/5fa2dd/ffffff
874,Drama,"Unsp fracture of lower end of unspecified femur, sequela",http://dummyimage.com/131x100.png/cc0000/ffffff
875,Horror,"Unsp open wound of left ring finger w damage to nail, subs",http://dummyimage.com/171x100.png/5fa2dd/ffffff
876,Comedy|Romance,"Asphyxiation due to plastic bag, undetermined",http://dummyimage.com/126x100.png/cc0000/ffffff
877,Crime|Film-Noir|Mystery|Romance|Thriller,Blister (nonthermal) of lower leg,http://dummyimage.com/128x100.png/5fa2dd/ffffff
878,Drama|Fantasy|Sci-Fi,"Minor laceration of right carotid artery, sequela",http://dummyimage.com/110x100.png/5fa2dd/ffffff
879,Comedy|Drama|Romance,"Fx unsp part of scapula, l shoulder, subs for fx w nonunion",http://dummyimage.com/249x100.png/cc0000/ffffff
880,Action|Crime|Thriller,"Disp fx of prox phalanx of finger, subs for fx w delay heal",http://dummyimage.com/185x100.png/cc0000/ffffff
881,Drama|Romance,Other acute recurrent sinusitis,http://dummyimage.com/185x100.png/cc0000/ffffff
882,Drama,"Leakage of umbrella device, initial encounter",http://dummyimage.com/116x100.png/ff4444/ffffff
883,Drama,"Nondisp unsp fx unsp great toe, subs for fx w nonunion",http://dummyimage.com/187x100.png/ff4444/ffffff
884,Action|Crime|Thriller,Unspecified superficial injury of unspecified ear,http://dummyimage.com/129x100.png/ff4444/ffffff
885,Documentary,Type 2 diabetes mellitus without complications,http://dummyimage.com/229x100.png/cc0000/ffffff
886,Drama,"Person outside hv veh inj in clsn w 2/3-whl mv in traf, subs",http://dummyimage.com/179x100.png/5fa2dd/ffffff
887,Crime,"Driver of hv veh inj in clsn w rail trn/veh nontraf, subs",http://dummyimage.com/147x100.png/ff4444/ffffff
888,Drama,"Avulsion of right eye, subsequent encounter",http://dummyimage.com/233x100.png/5fa2dd/ffffff
889,Drama,"Other infective (teno)synovitis, unspecified hip",http://dummyimage.com/137x100.png/5fa2dd/ffffff
890,Horror|Sci-Fi|Thriller,Oth psychoactive substance dependence w oth disorders,http://dummyimage.com/181x100.png/dddddd/000000
891,Action|Adventure|Animation,"Poisn by slctv seroton/norepineph reup inhibtr, undet, subs",http://dummyimage.com/111x100.png/cc0000/ffffff
892,Action|Comedy|Crime,"Other infective bursitis, left knee",http://dummyimage.com/248x100.png/cc0000/ffffff
893,Comedy|Romance,"Strain of musc/tend the rotator cuff of left shoulder, init",http://dummyimage.com/237x100.png/5fa2dd/ffffff
894,Drama,"Poisoning by other narcotics, intentional self-harm, sequela",http://dummyimage.com/202x100.png/5fa2dd/ffffff
895,Drama|Horror|Thriller,"Pnctr w/o foreign body of r rng fngr w damage to nail, init",http://dummyimage.com/111x100.png/cc0000/ffffff
896,Drama|Mystery,"Laceration with foreign body, unspecified foot, sequela",http://dummyimage.com/187x100.png/ff4444/ffffff
897,Documentary,"Nondisp transverse fracture of shaft of left ulna, sequela",http://dummyimage.com/239x100.png/cc0000/ffffff
898,Fantasy|Sci-Fi,Nondisp fx of olecran pro w/o intartic extn left ulna,http://dummyimage.com/168x100.png/5fa2dd/ffffff
899,Action|Western,"Corrosion of first degree of unsp toe(s) (nail), init encntr",http://dummyimage.com/162x100.png/cc0000/ffffff
900,Drama|Musical,Acute embolism and thrombosis of deep veins of low extrm,http://dummyimage.com/139x100.png/cc0000/ffffff
901,Drama,"Social phobia, unspecified",http://dummyimage.com/117x100.png/ff4444/ffffff
902,Drama,"Strain of flexor musc/fasc/tend at forarm lv, left arm, init",http://dummyimage.com/173x100.png/cc0000/ffffff
903,Drama,"Posterior subluxation of unsp sternoclavicular joint, subs",http://dummyimage.com/146x100.png/cc0000/ffffff
904,Adventure|Documentary,Oth disrd of mid ear and mastoid in diseases classd elswhr,http://dummyimage.com/120x100.png/ff4444/ffffff
905,Horror|Sci-Fi,"Ped on foot injured in collision w pedl cyc nontraf, sequela",http://dummyimage.com/194x100.png/5fa2dd/ffffff
906,Documentary,"Fibrosis due to nervous system prosth dev/grft, subs",http://dummyimage.com/128x100.png/cc0000/ffffff
907,Action|Drama|Thriller,"Toxic effect of rodenticides, undetermined, subs encntr",http://dummyimage.com/205x100.png/dddddd/000000
908,Action|Sci-Fi|War,"Exposure to excessive natural heat, subsequent encounter",http://dummyimage.com/231x100.png/5fa2dd/ffffff
909,Comedy,Dry eye syndrome of bilateral lacrimal glands,http://dummyimage.com/127x100.png/dddddd/000000
910,Drama|Horror,"Struck by alligator, subsequent encounter",http://dummyimage.com/111x100.png/dddddd/000000
911,Thriller,Cytomegaloviral pneumonitis,http://dummyimage.com/240x100.png/ff4444/ffffff
912,War,Strain of unsp muscle and tendon at ankle and foot level,http://dummyimage.com/160x100.png/cc0000/ffffff
913,Comedy|Horror,Hemiplga following ntrm subarach hemor affecting unsp side,http://dummyimage.com/120x100.png/5fa2dd/ffffff
914,Horror|Thriller,Degeneration of iris and ciliary body,http://dummyimage.com/192x100.png/dddddd/000000
915,Comedy,Meconium plug syndrome,http://dummyimage.com/122x100.png/dddddd/000000
916,Comedy|Romance,Late pregnancy,http://dummyimage.com/191x100.png/ff4444/ffffff
917,Drama,"Pregnancy related exhaustion and fatigue, unsp trimester",http://dummyimage.com/140x100.png/cc0000/ffffff
918,Drama,"Corrosion of right eye and adnexa, part unsp, init encntr",http://dummyimage.com/204x100.png/5fa2dd/ffffff
919,Documentary,"Blister (nonthermal) of right elbow, sequela",http://dummyimage.com/137x100.png/5fa2dd/ffffff
920,Action|Crime|Drama,Chronic nephritic syndrome with minor glomerular abnormality,http://dummyimage.com/144x100.png/ff4444/ffffff
921,Action|Adventure|Comedy|War,"Nicotine dependence, unsp, w oth nicotine-induced disorders",http://dummyimage.com/137x100.png/cc0000/ffffff
922,Drama,"Displ avulsion fx right ischium, subs for fx w routn heal",http://dummyimage.com/181x100.png/5fa2dd/ffffff
923,Comedy,Occup of bus injured in collision w nonmtr vehicle nontraf,http://dummyimage.com/161x100.png/cc0000/ffffff
924,Comedy|Drama,"Burn of left eye and adnexa, part unspecified, sequela",http://dummyimage.com/231x100.png/ff4444/ffffff
925,Action|Animation|Comedy|Romance,"Insect bite (nonvenomous), left lesser toe(s)",http://dummyimage.com/185x100.png/cc0000/ffffff
926,Drama|Western,"Disp fx of greater tuberosity of unsp humer, 7thK",http://dummyimage.com/240x100.png/cc0000/ffffff
927,Documentary,"Contact w mining and earth-drilling machinery, subs encntr",http://dummyimage.com/244x100.png/cc0000/ffffff
928,Crime|Drama,"Injury of left internal carotid artery, intcr",http://dummyimage.com/142x100.png/dddddd/000000
929,Action|Crime|Drama|Thriller,"Unsp physeal fracture of lower end of right tibia, sequela",http://dummyimage.com/214x100.png/dddddd/000000
930,Documentary,"Disp fx of greater trochanter of right femur, sequela",http://dummyimage.com/181x100.png/cc0000/ffffff
931,Drama,"Concussion and edema of lumbar spinal cord, init encntr",http://dummyimage.com/104x100.png/dddddd/000000
932,Fantasy|Musical|Mystery,Unsp injury of lesser saphenous vein at lower leg level,http://dummyimage.com/186x100.png/5fa2dd/ffffff
933,Drama,"Sltr-haris Type IV physeal fracture of left metatarsal, 7thK",http://dummyimage.com/106x100.png/dddddd/000000
934,Comedy|Horror,Neoplasm of unspecified behavior of other specified sites,http://dummyimage.com/145x100.png/dddddd/000000
935,Documentary,Infect/inflm reaction due to internal right knee prosthesis,http://dummyimage.com/219x100.png/ff4444/ffffff
936,Crime|Drama|Romance,"Displacmnt of artif skin grft /decellular alloderm, subs",http://dummyimage.com/108x100.png/dddddd/000000
937,Drama|Horror|Mystery|Thriller,"Displ oblique fx shaft of l ulna, 7thE",http://dummyimage.com/144x100.png/ff4444/ffffff
938,Drama,"Lead-induced gout, unspecified wrist",http://dummyimage.com/104x100.png/cc0000/ffffff
939,Action|Drama,Other foreign object in trachea causing asphyxiation,http://dummyimage.com/162x100.png/5fa2dd/ffffff
940,(no genres listed),"Idiopathic chronic gout, right hip, with tophus (tophi)",http://dummyimage.com/210x100.png/dddddd/000000
941,Action|Children|Comedy,"Burn of third degree of female genital region, subs encntr",http://dummyimage.com/100x100.png/dddddd/000000
942,Action,Disp fx of olecran pro w/o intartic extension of right ulna,http://dummyimage.com/244x100.png/5fa2dd/ffffff
943,Fantasy,Impetiginization of other dermatoses,http://dummyimage.com/125x100.png/5fa2dd/ffffff
944,Drama,Frostbite with tissue necrosis of unspecified ear,http://dummyimage.com/226x100.png/5fa2dd/ffffff
945,Comedy|Drama,"Renal agenesis, unilateral",http://dummyimage.com/141x100.png/ff4444/ffffff
